enrollmentid,personid,calendarid,grade,startdate,enddate,schoolid,calendar_startdate,calendar_enddate,endyear,zip,schoolname,startyear,label,active,final_enddate
134093,120411,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134077,120604,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134000,120644,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134119,120654,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134066,120899,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142353,120904,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134001,121071,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134033,121100,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134021,121242,429,03,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133534,122714,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133531,122719,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133992,123118,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133985,125031,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133922,125061,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134154,125096,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134083,125115,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133986,125128,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134095,125134,429,04,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134146,125156,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133917,125166,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133999,125176,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133959,125204,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133976,125218,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133960,125223,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133971,125224,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133956,125275,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134063,125296,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133954,125300,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133945,125331,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133927,125345,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133928,125420,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133923,125521,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133965,125524,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133936,125530,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133944,125533,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133982,125536,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134223,125547,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133978,125552,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133949,125562,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133988,125801,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133935,125817,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133947,125819,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133942,125854,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134017,125872,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133938,125888,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133966,126065,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133955,126079,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133983,126095,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133972,126136,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133939,126140,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133967,126168,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134031,126297,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133952,126921,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
144303,127746,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133933,127844,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133934,127854,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133918,128786,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133929,129085,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
130726,130004,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
130725,130010,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133973,130013,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133981,130602,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133975,130640,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133957,130822,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142077,130832,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133968,130842,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134052,132005,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134141,132178,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134034,132200,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133926,132689,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134144,132987,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133931,133188,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134206,133330,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133963,133702,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134008,133714,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134087,133749,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134162,133829,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134161,133830,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134131,133831,429,04,2020-09-02,2020-11-16,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2020-11-16
133987,134146,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133950,134566,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134184,134666,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133979,135510,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134096,135626,429,04,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133937,135627,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133984,135633,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133980,136040,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134094,136561,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134168,136765,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134169,136781,429,01,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133921,136894,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134183,136943,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134185,136950,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134194,137065,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134203,137083,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134208,137094,429,01,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134195,137097,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134210,137102,429,01,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134199,137117,429,01,2020-09-02,2020-09-11,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2020-09-11
134201,137153,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134202,137178,429,01,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134217,137253,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134229,137546,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134230,137586,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134233,137616,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134231,137674,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134048,137684,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134136,137703,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133969,137726,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133970,137757,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134049,137771,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134027,137793,429,03,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134064,138217,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134123,138236,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134165,138722,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134174,138789,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134166,138793,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134167,138844,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134182,138867,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134170,138964,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134190,138966,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134193,139192,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134198,139273,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134216,139655,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134212,139993,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134232,139998,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134220,140039,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133948,140047,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134024,140060,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134207,140082,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142305,140089,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134058,140132,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133920,140160,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134104,140320,429,04,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134172,140397,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134175,140413,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134089,140431,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134187,140488,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134176,140523,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134179,140544,429,01,2020-09-02,2020-11-06,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2020-11-06
134214,140605,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134191,140640,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134221,140823,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134213,140838,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134139,140849,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134225,140851,429,01,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134226,140872,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134218,140875,429,01,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134227,140893,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134004,140929,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134224,141174,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134171,141187,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134005,141201,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133914,141209,429,01,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134177,141210,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134036,141219,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134124,141244,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134158,141371,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
144654,143958,429,01,2020-09-29,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134204,144919,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134219,144920,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134192,146283,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134186,146286,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134060,146396,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133941,146421,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134200,146682,429,01,2020-09-02,2020-09-18,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2020-09-18
133953,146684,429,02,2020-09-02,2020-09-18,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2020-09-18
134173,146969,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134059,146977,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133919,147308,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133915,147310,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134222,147313,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134228,147322,429,01,2020-09-02,2020-10-14,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2020-10-14
134090,147535,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134188,147560,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134180,147796,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134014,147801,429,03,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134054,147805,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133916,147815,429,02,2020-09-02,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134196,148163,429,01,2020-11-17,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133974,148170,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134215,148651,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134205,148655,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133977,148781,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133943,148787,429,02,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134010,148896,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134003,149232,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133997,149273,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
134074,149354,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142340,150403,429,KG,2020-09-01,2021-06-25,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
130722,150929,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
130723,150934,429,03,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
130724,150941,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
131545,150972,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133524,150998,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133528,151009,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133529,151012,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133536,151028,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133818,151048,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
133821,151063,429,KG,2020-09-01,2021-04-16,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-04-16
133826,151085,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
141691,151133,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142070,151143,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142076,151150,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142080,151160,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142084,151172,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142089,151185,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142091,151192,429,01,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142092,151195,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142093,151196,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142094,151200,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142095,151201,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142096,151207,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142106,151225,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142107,151227,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142108,151229,429,04,2020-09-02,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142109,151233,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142110,151234,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142291,151770,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142293,151783,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142300,151804,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142302,151815,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142304,151819,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142306,151826,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142307,151833,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142309,151844,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142311,151848,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142339,151915,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142344,151931,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142346,151933,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
142347,151939,429,KG,2020-09-01,,49,2020-09-01,2021-06-25,2021,11233,ax,2020,20-21,1,2021-06-25
